2,Introduction,0.0005616248,89
4,Introduction,1.579523E-06,89
6,Introduction,1.549721E-06,88
8,Introduction,0.002041623,88
10,Introduction,1.579523E-06,88
12,Introduction,1.609325E-06,87
14,Introduction,8.046627E-07,85
16,Introduction,0.0005090833,82
18,Introduction,2.264977E-06,80
20,Introduction,2.279878E-06,80
22,Introduction,2.264977E-06,78
24,Introduction,8.222461E-05,79
26,Introduction,0.01732866,78
28,Introduction,0.001360327,79
30,Introduction,1.549721E-06,78
32,Introduction,0.003400296,79
34,Introduction,1.549721E-06,78
36,Introduction,2.279878E-06,79
38,Introduction,0.007148594,79
40,Introduction,1.549721E-06,79
42,Introduction,0.0009472221,79
44,Introduction,2.250075E-06,77
46,Introduction,0.0002149343,75
48,Introduction,7.748604E-07,72
50,Introduction,0.000680685,71
52,Introduction,6.328523E-05,70
54,Introduction,2.250075E-06,70
56,Introduction,1.579523E-06,70
58,Introduction,0.001605466,70
60,Introduction,0.001491864,71
62,Introduction,1.519918E-06,72
64,Introduction,0.0006227642,72
66,Introduction,0.0001123399,73
68,Introduction,0.0005221218,74
70,Introduction,2.264977E-06,75
72,Introduction,0.0001588762,75
74,Introduction,1.594424E-06,75
76,Introduction,1.564622E-06,74
78,Introduction,0.02136919,74
80,Introduction,0.003304005,72
82,Introduction,1.564622E-06,72
84,Introduction,1.505017E-06,72
86,Introduction,2.250075E-06,72
88,Introduction,0.008870216,72
90,Introduction,0.01732902,73
92,Introduction,0.03012452,74
94,Introduction,1.53482E-06,74
96,Introduction,0.009065211,77
98,Introduction,1.53482E-06,77
100,Introduction,0.009644546,77
102,Introduction,0.1091726,76
104,Introduction,0.3502748,76
106,Introduction,0.02447047,76
108,Introduction,0.0498362,76
110,Introduction,0.6481488,76
112,Introduction,1.592895,78
114,Introduction,1.392004,78
116,Introduction,0.3045977,78
118,Introduction,0.1378385,78
120,Introduction,0.03340543,79
122,Introduction,7.748604E-07,81
124,Introduction,3.72529E-07,82
126,Introduction,0.3541994,83
128,Introduction,0.7307463,84
130,Introduction,1.288031,86
132,Introduction,1.10534,87
134,Introduction,1.287027,89
136,Introduction,0.01731152,89
138,Introduction,1.754102,88
140,Introduction,1.072884E-06,88
142,Introduction,0.002084926,88
144,Introduction,5.960464E-08,88
146,Introduction,0.002251595,88
148,Introduction,0.001109004,88
150,Introduction,1.592421,88
152,Introduction,2.666711,88
154,Introduction,6.792532,88
156,Introduction,0,88
158,Introduction,0,89
160,Introduction,0,90
162,Introduction,4.146993E-05,91
164,Introduction,3.109872E-05,91
166,Introduction,7.601082E-05,92
168,Introduction,0,93
170,Introduction,0,95
172,Introduction,0.02192045,95
174,Introduction,0.05773518,95
176,Introduction,0.4291475,94
178,Introduction,0,93
180,Introduction,0,92
182,Introduction,3.392862,93
184,Introduction,5.215555,94
186,Introduction,0,95
188,Introduction,2.264433,95
190,Introduction,3.043639,96
192,Breathing,6.446255,97
194,Breathing,0,99
196,Breathing,0,101
198,Breathing,0,101
200,Breathing,0,103
202,Breathing,0,104
204,Breathing,0,104
206,Breathing,0,104
208,Breathing,3.801286E-05,104
210,Breathing,0,103
212,Breathing,0,102
214,Breathing,0,101
216,Breathing,0.7529197,99
218,Breathing,0.1389575,97
220,Breathing,0.7635143,95
222,Breathing,0.08668476,90
224,Breathing,0,87
226,Breathing,0,88
228,Breathing,0,88
230,Breathing,0.02433201,88
232,Breathing,0.5214968,87
234,Breathing,0,87
236,Breathing,1.490116E-08,86
238,Breathing,0,80
240,Breathing,1.519918E-06,80
242,Breathing,8.642673E-06,81
244,Breathing,0,82
246,Breathing,1.209974E-05,82
248,Breathing,0,82
250,Breathing,0,82
252,Breathing,0,81
254,Breathing,0,80
256,Breathing,1.490116E-08,78
258,Breathing,0.4316057,76
260,Breathing,0.536892,78
262,Breathing,0,77
264,Breathing,0,76
266,Breathing,0,77
268,Breathing,0,77
270,Breathing,0.00484648,76
272,Breathing,0,76
274,Breathing,5.185604E-06,77
276,Breathing,0,77
278,Breathing,1.382828E-05,76
280,Breathing,0,73
282,Breathing,0,72
284,Breathing,0,72
286,Breathing,0,73
288,Breathing,0,74
290,Breathing,0,75
292,Breathing,0,78
294,Breathing,0,78
