2,Introduction,1.92602E-05,98
4,Introduction,1.549721E-06,98
6,Introduction,0.0008894205,100
8,Introduction,1.53482E-06,100
10,Introduction,0.001597673,99
12,Introduction,1.519918E-06,98
14,Introduction,0.00137946,97
16,Introduction,8.046627E-07,98
18,Introduction,0.001882166,98
20,Introduction,0.0004677922,98
Average,98.4
Peak,100
