2,IntroductionDialogue,2.738457E-05,64
4,IntroductionDialogue,2.776574E-05,64
6,IntroductionDialogue,4.719739,64
8,mechanicIntroduction,1.090529,64
10,mechanicIntroduction,1.794068E-05,64
12,mechanicIntroduction,0.00112816,64
14,mechanicIntroduction,0.008463876,64
16,mechanicIntroduction,0.2209042,64
18,mechanicIntroduction,0.0004291544,64
20,mechanicIntroduction,1.808687E-05,64
22,mechanicIntroduction,9.261574E-05,64
24,mechanicIntroduction,9.017892E-06,64
26,mechanicIntroduction,1.823297E-05,64
28,mechanicIntroduction,3.073115E-05,64
30,mechanicIntroduction,1.852582E-05,64
32,Walkin,1.376884,64
34,Walkin,9.163433E-06,64
36,Walkin,8.725343E-06,64
38,Walkin,9.163713E-06,64
40,Walkin,9.018328E-06,64
42,Walkin,1.823257E-05,64
44,Walkin,1.052291E-05,64
Average,64
Peak,64
