3,86
6,86
9,85
12,83
15,81
18,77
21,73
24,73
27,74
30,77
33,78
36,78
39,79
42,80
45,78
48,77
51,76
54,75
57,75
59,75
63,74
66,74
68,77
71,79
74,80
77,81
80,81
83,81
86,79
89,78
92,79
95,83
98,84
101,84
104,83
107,82
110,80
113,78
116,80
119,80
122,79
125,77
128,78
131,80
134,83
137,83
140,81
143,81
146,80
149,80
152,77
155,74
158,72
161,75
164,80
167,85
170,84
173,83
176,82
179,83
182,84
185,83
188,82
191,81
194,81
197,81
200,82
203,85
206,89
209,90
212,90
215,89
218,88
221,87
224,86
227,83
230,79
233,78
236,79
239,79
242,78
245,78
248,78
251,80
254,82
257,85
260,85
263,84
266,84
269,82
272,81
275,81
278,83
281,84
284,83
287,81
290,76
293,73
296,73
299,72
302,72
305,72
308,74
311,76
314,76
317,76
320,75
323,75
326,74
329,73
332,74
335,75
338,76
341,77
344,77
347,79
350,80
353,80
356,79
359,78
362,78
365,78
368,80
371,81
374,82
377,83
380,85
383,86
386,86
389,85
392,87
395,87
398,89
401,89
404,88
407,89
410,89
413,88
416,86
419,86
422,88
425,89
428,87
431,85
434,84
437,84
440,84
443,84
446,83
449,82
452,82
455,82
458,80
461,81
464,83
467,83
470,81
473,80
476,77
479,76
482,75
485,75
488,75
491,76
494,75
497,75
500,75
503,76
506,76
509,76
512,77
515,77
518,77
521,78
524,79
527,81
530,87
533,86
536,85
539,84
542,79
545,81
548,82
551,84
554,85
557,85
560,89
563,90
566,88
569,87
572,85
575,84
578,81
581,79
584,79
587,78
590,80
593,80
596,81
599,81
602,80
605,78
608,78
611,78
614,78
616,78
619,77
622,77
625,75
628,76
631,79
634,79
637,79
640,79
643,77
646,77
649,77
652,79
655,78
658,76
661,76
664,77
690,80
691,80
691,80
691,80
691,80
691,80
691,80
694,79
697,80
700,81
703,79
706,77
709,76
712,76
715,76
718,77
721,76
724,76
727,80
730,82
733,83
736,85
739,85
742,82
745,80
748,78
751,77
754,78
757,79
760,80
763,81
766,80
769,79
772,78
775,79
778,78
781,77
784,77
787,76
790,75
793,76
796,77
799,77
802,77
805,77
808,77
811,77
814,78
817,79
820,78
823,77
826,78
829,77
832,77
835,77
838,79
841,82
844,81
847,79
850,79
853,78
856,77
859,77
862,80
865,80
868,82
871,83
874,87
877,86
880,82
883,80
886,79
889,79
892,80
895,83
898,83
901,79
904,78
907,77
910,78
913,82
916,80
919,80
922,81
925,81
928,77
931,76
934,76
937,77
940,78
943,80
946,81
949,78
952,77
955,78
958,80
961,82
964,81
967,79
970,76
973,74
976,74
979,75
982,75
985,76
988,76
991,78
994,78
997,78
1000,78
1003,78
1006,78
1009,79
1012,80
1015,79
1018,78
1021,78
1024,79
1027,79
1030,78
1033,78
1036,78
1039,78
1042,78
1045,79
1048,79
1051,79
1054,79
1057,81
1060,81
1063,78
1066,77
1069,77
1072,77
1075,79
1078,78
1081,79
1084,80
1087,80
1090,80
1093,79
1096,80
1099,81
1102,82
1105,82
1108,81
1111,81
1114,82
1117,82
1120,84
1123,85
1126,83
1129,82
1132,82
1135,79
1138,79
1141,79
1144,79
1147,77
1150,80
1153,83
1156,81
1159,80
1162,81
1165,83
1168,83
1171,83
1173,82
1176,79
1179,78
1182,79
1186,79
1188,78
1191,77
1194,78
1197,79
1200,81
1203,85
1206,88
1209,99
1212,104
1215,98
1218,94
1221,86
1224,80
1227,79
1230,79
1233,81
1236,83
1239,83
1242,83
1245,82
1248,78
