2,1.490116E-08,91
4,0,90
6,1.640618E-05,89
8,1.640618E-05,88
10,1.640618E-05,88
12,0,88
14,0,86
16,0,84
18,1.640618E-05,82
20,1.640618E-05,83
22,1.640618E-05,84
24,0,85
26,1.640618E-05,89
28,0,91
30,1.640618E-05,91
32,0,91
34,0,91
36,1.640618E-05,92
38,1.490116E-08,93
40,1.640618E-05,93
42,0,93
44,1.640618E-05,93
46,0,94
48,1.640618E-05,95
50,0,96
52,1.490116E-08,95
Average,89.80769
Peak,96
