3,77
6,75
9,73
12,75
15,78
18,83
21,92
24,96
27,95
30,92
33,90
36,90
39,90
42,91
45,92
48,94
51,96
54,97
57,97
59,97
62,97
66,97
68,97
71,97
74,97
77,97
80,86
83,83
86,81
89,80
92,80
96,80
98,80
101,80
104,80
107,93
110,93
113,93
116,86
119,84
123,83
125,84
128,85
131,85
134,85
137,85
140,85
143,85
146,85
149,85
152,85
155,86
