2,,1.549721E-06,64
4,,8.657575E-06,64
6,,1.53482E-06,64
8,,0.0103378,64
10,,0.0003893375,64
12,,0.00123629,64
14,,1.53482E-06,64
16,,4.470348E-08,64
18,,4.470348E-08,64
20,,4.470348E-08,64
Average,64
Peak,64
