2,Introduction,4.01029E-05,91
4,Introduction,1.335179E-08,91
6,Introduction,0.001224056,92
8,Introduction,2.264977E-06,94
10,Introduction,0.0004228055,96
12,Introduction,2.250075E-06,97
14,Introduction,0.0001650304,98
16,Introduction,8.232892E-05,99
18,Introduction,0.0005538911,99
20,Introduction,0.001331866,98
22,Introduction,0.0006574392,96
24,Introduction,0.01057435,93
26,Introduction,0.03137977,91
28,Introduction,1.549721E-06,89
30,Introduction,0.07441167,87
32,Introduction,0.004876047,86
34,Introduction,0.005374566,85
36,Introduction,1.519918E-06,85
38,Introduction,1.53482E-06,85
40,Introduction,2.250075E-06,85
42,Introduction,7.599592E-07,85
44,Introduction,1.594424E-06,85
46,Introduction,0.02203601,86
48,Introduction,2.250075E-06,88
50,Introduction,0.003915101,89
52,Introduction,2.279878E-06,89
54,Introduction,0.00397848,88
56,Introduction,0.01493789,88
58,Introduction,0.8091318,87
60,Introduction,0.3634673,86
62,Introduction,0.002613682,85
64,Introduction,0.03214103,84
66,Introduction,0.6760508,84
68,Introduction,1.845267,84
70,Introduction,3.49433,84
72,Introduction,0.0258711,84
74,Introduction,0.08239649,82
76,Introduction,1.490116E-07,83
78,Introduction,1.006149,84
80,Introduction,0.005942166,86
82,Introduction,1.490116E-07,87
84,Introduction,0.0003662258,87
86,Introduction,0.000815317,88
88,Introduction,0.4882877,88
90,Introduction,0.4407399,88
92,Introduction,0.0798804,88
94,Introduction,0.6042147,89
96,Introduction,0.2778392,89
98,Introduction,1.305443,89
100,Introduction,0.1052831,89
102,Introduction,0.002050966,88
104,Introduction,0.0004471242,87
106,Introduction,0.1543175,85
108,Introduction,0.0007708073,85
110,Introduction,0.007405549,87
112,Introduction,0.0009100884,89
114,Introduction,8.940697E-08,89
116,Introduction,1.072884E-06,89
118,Introduction,1.057982E-06,89
120,Introduction,5.960464E-08,90
122,Introduction,1.083073,91
124,Introduction,0.004278585,92
126,Introduction,0.5938278,91
128,Introduction,0.04409576,89
130,Introduction,0.03755172,87
132,Introduction,0.0230718,86
134,Introduction,0.007310274,86
136,Introduction,0.002457062,87
138,Introduction,0.05816455,87
140,Introduction,0.7062516,88
142,Introduction,0.08043171,89
144,Introduction,7.450581E-08,89
146,Introduction,1.072884E-06,89
148,Introduction,0.03704518,90
150,Introduction,0.0001270324,90
152,Introduction,0.0003887117,91
154,Introduction,7.450581E-08,91
156,Introduction,0.002747908,92
158,Introduction,7.450581E-08,93
160,Introduction,8.940697E-08,93
162,Introduction,0.3913566,92
164,Introduction,1.298245,92
166,Introduction,0.8440405,92
168,Introduction,0.07452878,92
170,Introduction,0.5111914,93
172,Introduction,2.655633,92
174,Introduction,2.073033,91
176,Introduction,1.17404,90
178,Introduction,1.036485,90
180,Introduction,0.4424472,90
182,Introduction,6.966626,89
184,Breathing,20.50219,89
186,Breathing,0.00906615,89
188,Breathing,0.006325394,89
190,Breathing,2.622604E-06,89
192,Breathing,0.0003853142,90
194,Breathing,9.089708E-07,90
196,Breathing,9.089708E-07,91
198,Breathing,0.001225889,92
200,Breathing,1.549721E-06,93
202,Breathing,0.003370829,93
204,Breathing,5.435944E-05,92
206,Breathing,0.002281457,91
208,Breathing,0.2495516,90
210,Breathing,0.8410541,89
212,Breathing,0,88
214,Breathing,0,87
216,Breathing,0,87
218,Breathing,0,87
220,Breathing,0,87
222,Breathing,0,88
224,Breathing,0,88
226,Breathing,0,87
228,Breathing,0.4326209,87
230,Breathing,0,88
232,Breathing,0,88
234,Breathing,0,89
236,Breathing,0,90
238,Breathing,0,90
240,Breathing,0,90
242,Breathing,0,91
244,Breathing,0,90
246,Breathing,0,88
248,Breathing,0,87
250,Breathing,0,85
252,Breathing,0,83
254,Breathing,0,83
256,Breathing,0.09167981,82
258,Breathing,0.02780384,82
260,Breathing,2.332954,83
262,Breathing,1.780738,83
264,Breathing,0.05127569,82
266,Breathing,0,81
268,Breathing,0,81
270,Breathing,0.02273332,82
272,Breathing,0.02818877,82
274,Breathing,0,81
276,Breathing,0.7530692,81
278,Breathing,1.989721,82
280,Breathing,0.5790506,83
282,Breathing,0,83
284,Breathing,0,82
286,Breathing,0,82
288,Breathing,0,83
290,Breathing,0,84
292,Breathing,0,85
294,Breathing,0,86
296,Breathing,0,87
298,Breathing,0,88
300,Breathing,0,90
302,Breathing,0,92
304,Breathing,0,93
306,Breathing,0,92
308,Breathing,0,91
310,Breathing,0,90
312,Breathing,0,89
314,Breathing,0,88
316,Breathing,0,88
318,Breathing,0,87
320,Breathing,0,88
322,Breathing,0.1391322,90
324,Breathing,0.02032858,91
326,Breathing,0,91
328,Breathing,0.04254866,92
330,Breathing,1.104101,93
332,Breathing,0.8051019,95
334,Breathing,0.866422,96
336,Breathing,2.682888,97
338,Breathing,0,98
340,Breathing,1.490116E-08,98
342,Breathing,0.8301667,95
344,Breathing,0.4534527,93
346,Breathing,0,92
348,Breathing,2.245605E-05,93
350,Breathing,1.997378,92
352,Breathing,2.398503,91
354,Breathing,0,91
356,Breathing,0,91
358,Breathing,0,91
360,Breathing,0.04639899,91
362,Breathing,0.05535559,89
364,Breathing,0,89
366,Breathing,2.004358,89
368,Breathing,2.87731,90
370,Breathing,0.5660372,90
372,Breathing,2.245605E-05,90
374,Breathing,0.01426746,91
376,Breathing,0.01056347,92
378,Breathing,0.6109994,92
380,Breathing,0.07572561,93
382,Breathing,0.1069192,92
384,Breathing,2.602182,92
386,Breathing,0.05305248,91
388,Breathing,1.050282,90
